IATA,ICAO,NAME,COUNTRY,ELEVATION,LATITUDE,LONGITUDE,WIKIPEDIA
DLU,ZPDL,Dali Airport,CN,0 feet,"25° 38' 57.84"" N","100° 19' 8.40"" E",https://en.wikipedia.org/wiki/Dali_Huangcaoba_Airport
DLV,YDLV,Delissaville Airport,AU,0 feet,"12° 33' 0.00"" S","130° 41' 5.99"" E",
DLX,UASS,Semipalatinsk Airport,KZ,0 feet,"50° 21' 4.68"" N","80° 14' 3.83"" E",https://en.wikipedia.org/wiki/Semey_Airport
DLY,NVVD,Dillon's Bay Airport,VU,0 feet,"18° 46' 9.84"" S","169° 0' 3.63"" E",https://en.wikipedia.org/wiki/Dillon's_Bay_Airport
DLZ,ZMDZ,Dalanzadgad Airport,CN,"4,787 feet","43° 35' 30.23"" N","104° 25' 47.47"" E",https://en.wikipedia.org/wiki/Dalanzadgad_Airport
DLZ,KDLZ,Delaware Municipal Airport,US,945 feet,"40° 16' 46.90"" N","83° 6' 53.30"" W",https://en.wikipedia.org/wiki/Delaware_Municipal_Airport
DMA,KDMA,Davis Monthan AFB,US,"2,704 feet","32° 9' 59.28"" N","110° 52' 59.32"" W",https://en.wikipedia.org/wiki/Davis-Monthan_Air_Force_Base
DMB,UADD,Taraz Airport,KZ,"2,184 feet","42° 51' 12.96"" N","71° 18' 12.95"" E",https://en.wikipedia.org/wiki/Taraz_Airport
DMD,YDMG,Doomadgee Airport,AU,0 feet,"17° 56' 25.08"" S","138° 49' 19.22"" E",https://en.wikipedia.org/wiki/Doomadgee_Airport
DME,UUDD,Moscow Domodedovo Airport,RU,588 feet,"55° 24' 31.67"" N","37° 54' 22.68"" E",https://www.dme.ru
DMK,VTBD,Don Mueang International Airport,TH,9 feet,"13° 54' 45.36"" N","100° 36' 25.21"" E",http://www2.airportthai.co.th/airportnew/bangkok/index.asp
DMM,OEDF,King Fahd Dhahran Air Terminal,SA,72 feet,"26° 28' 16.32"" N","49° 47' 52.44"" E",https://en.wikipedia.org/wiki/King_Fahd_International_Airport
DMN,KDMN,Deming Municipal Airport,US,"4,314 feet","32° 15' 44.30"" N","107° 43' 14.30"" W",https://en.wikipedia.org/wiki/Deming_Municipal_Airport
DMO,KDMO,Sedalia Memorial Airport,US,909 feet,"38° 42' 26.66"" N","93° 10' 33.27"" W",https://en.wikipedia.org/wiki/Sedalia_Regional_Airport
DMT,SWDM,Diamantino Airport,BR,0 feet,"14° 22' 36.84"" S","56° 24' 1.43"" W",
DMU,VEMR,Dimapur Airport,IN,487 feet,"25° 53' 2.04"" N","93° 46' 15.97"" E",https://en.wikipedia.org/wiki/Dimapur_Airport
DNA,RODN,Kadena Air Base,JP,143 feet,"26° 21' 20.16"" N","127° 46' 4.79"" E",https://www.kadena.af.mil/
DNB,YDBR,Dunbar Airport,AU,0 feet,"16° 2' 60.00"" S","142° 23' 59.98"" E",
DND,EGPN,Dundee Airport,UK,17 feet,"56° 27' 9.00"" N","3° 1' 32.99"" W",https://en.wikipedia.org/wiki/Dundee_Airport
DNH,ZLDH,Dunhuang Airport,CN,0 feet,"40° 9' 39.95"" N","94° 48' 33.11"" E",https://en.wikipedia.org/wiki/Dunhuang_Mogao_International_Airport
DNK,UKDD,Dnipropetrovsk International Airport,UA,481 feet,"48° 21' 25.92"" N","35° 6' 2.16"" E",https://en.wikipedia.org/wiki/Dnipro_International_Airport
DNL,KDNL,Daniel Field,US,423 feet,"33° 27' 59.41"" N","82° 2' 21.77"" W",https://en.wikipedia.org/wiki/Daniel_Field
DNM,YSHK,Shark Bay Airport,AU,0 feet,"25° 53' 38.04"" S","113° 34' 37.21"" E",https://en.wikipedia.org/wiki/Shark_Bay_Airport
DNN,KDNN,Dalton Municipal Airport,US,709 feet,"34° 43' 22.97"" N","84° 52' 13.30"" W",https://en.wikipedia.org/wiki/Dalton_Municipal_Airport
DNO,SWDN,Dianópolis Airport,BR,0 feet,"11° 35' 43.44"" S","46° 50' 48.12"" W",
DNP,VNDG,Dang Airport,NP,"2,080 feet","28° 6' 39.96"" N","82° 17' 39.11"" E",https://en.wikipedia.org/wiki/Dang_Airport
DNR,LFRD,Dinard/Plertuit/St. Malo Airport,FR,219 feet,"48° 35' 15.72"" N","2° 4' 47.86"" W",https://en.wikipedia.org/wiki/Dinard–Pleurtuit–Saint-Malo_Airport
DNS,KDNS,Denison Municipal Airport,US,"1,274 feet","41° 59' 11.70"" N","95° 22' 49.80"" W",https://en.wikipedia.org/wiki/Denison_Municipal_Airport
DNV,KDNV,Vermilion County Airport,US,697 feet,"40° 11' 58.91"" N","87° 35' 43.89"" W",https://en.wikipedia.org/wiki/Vermilion_Regional_Airport
DNX,HSGG,Galegu Airport,SD,0 feet,"12° 31' 58.80"" N","35° 4' 1.20"" E",https://en.wikipedia.org/wiki/Galegu_Airport
DNZ,LTAY,Çardak Airport,TR,"2,795 feet","37° 47' 8.16"" N","29° 42' 4.68"" E",https://en.wikipedia.org/wiki/Denizli_Çardak_Airport
DOB,WAPD,Dobo Airport,ID,0 feet,"5° 46' 19.99"" S","134° 12' 43.22"" E",https://en.wikipedia.org/wiki/Rar_Gwamar_Airport
DOD,HTDO,Dodoma Airport,TZ,0 feet,"6° 10' 13.58"" S","35° 45' 9.37"" E",https://en.wikipedia.org/wiki/Dodoma_Airport
DOG,HSDN,Dongola Airport,SD,773 feet,"19° 9' 14.04"" N","30° 25' 48.36"" E",https://en.wikipedia.org/wiki/Dongola_Airport
DOH,OTHH,Hamad International Airport,QA,13 feet,"25° 16' 23"" N","51° 36' 29"" E",https://dohahamadairport.com
DOK,UKCC,Donetsk Airport,UA,791 feet,"48° 4' 24.96"" N","37° 44' 22.92"" E",https://en.wikipedia.org/wiki/Donetsk_International_Airport
DOL,LFRG,Deauville/Saint Gatien Airport,FR,479 feet,"49° 21' 55.08"" N","0° 9' 15.50"" E",https://en.wikipedia.org/wiki/Deauville_–_Normandie_Airport
DOM,TDPD,Melville Hall Airport,DM,73 feet,"15° 32' 49.20"" N","61° 17' 60.00"" W",https://en.wikipedia.org/wiki/Melville_Hall_Airport
DOP,VNDP,Dolpa Airport,NP,"8,200 feet","28° 59' 8.52"" N","82° 49' 8.76"" E",https://en.wikipedia.org/wiki/Dolpa_Airport
DOR,DFEE,Dori Airport,BF,0 feet,"14° 1' 58.80"" N","0° 1' 58.80"" W",https://en.wikipedia.org/wiki/Dori_Airport
DOT,SADD,Don Torcuato International Airport,AR,0 feet,"0° 0' 0.00"" N","0° 0' 0.00"" E",
DOU,SSDO,Dourados Airport,BR,0 feet,"22° 12' 6.84"" S","54° 55' 35.77"" W",https://en.wikipedia.org/wiki/Dourados_Airport
DOV,KDOV,Dover Air Force Base,US,24 feet,"39° 7' 46.34"" N","75° 27' 57.45"" W",https://en.wikipedia.org/wiki/Dover_Air_Force_Base
DPA,KDPA,Dupage Airport,US,759 feet,"41° 54' 25.00"" N","88° 14' 53.53"" W",http://www.dupageairport.com
DPE,LFAB,St Aubin Airport,FR,0 feet,"49° 52' 57.00"" N","1° 5' 7.01"" E",
DPG,KDPG,Michael Army Airfield,US,"4,349 feet","40° 11' 57.79"" N","112° 56' 14.89"" W",https://en.wikipedia.org/wiki/Michael_Army_Airfield
DPL,RPMG,Dipolog Airport,PH,136 feet,"8° 36' 7.14"" N","123° 20' 30.75"" E",https://en.wikipedia.org/wiki/Dipolog_Airport
DPO,YDPO,Devonport Airport,AU,33 feet,"41° 10' 10.92"" S","146° 25' 47.97"" E",https://en.wikipedia.org/wiki/Devonport_Airport
DPS,WADD,Ngurah Rai International Airport,ID,14 feet,"8° 44' 53.41"" S","115° 10' 1.20"" E",https://www.bali-airport.com
DQA,ZYDQ,Saertu Airport,CN,0 feet,"46° 44' 47.00"" N","125° 8' 26.00"" E",https://en.wikipedia.org/wiki/Daqing_Sartu_Airport
DRA,KDRA,Desert Rock Airport,US,"3,314 feet","36° 37' 9.84"" N","116° 1' 58.11"" W",https://en.wikipedia.org/wiki/Desert_Rock_Airport
DRB,YDBY,Derby Airport,AU,0 feet,"17° 22' 12.00"" S","123° 39' 39.61"" E",https://en.wikipedia.org/wiki/Derby_Airport_(Australia)
DRD,YDOR,Dorunda Airport,AU,0 feet,"16° 33' 29.88"" S","141° 48' 28.80"" E",
DRE,KDRM,Drummond Island Airport,US,668 feet,"46° 0' 33.52"" N","83° 44' 38.16"" W",
DRG,PADE,Deering Airport,US,0 feet,"66° 4' 10.57"" N","162° 45' 57.62"" W",https://en.wikipedia.org/wiki/Deering_Airport
DRI,KDRI,Beauregard Regional Airport,US,202 feet,"30° 49' 54.20"" N","93° 20' 23.70"" W",https://en.wikipedia.org/wiki/Beauregard_Regional_Airport
DRJ,SMDA,Drietabbetje Airport,SR,0 feet,"4° 7' 0.00"" N","54° 40' 0.02"" W",https://en.wikipedia.org/wiki/Drietabbetje_Airstrip
DRK,MRDK,Drake Bay Airport,CR,0 feet,"8° 43' 8.00"" N","83° 38' 30.12"" W",https://en.wikipedia.org/wiki/Bahía_Drake_Airport
DRN,YDBI,Dirranbandi Airport,AU,0 feet,"28° 35' 30.12"" S","148° 13' 1.18"" E",https://en.wikipedia.org/wiki/Dirranbandi_Airport
DRO,KDRO,Durango-La Plata County Airport,US,"6,685 feet","37° 9' 5.46"" N","107° 45' 13.57"" W",https://en.wikipedia.org/wiki/Durango-La_Plata_County_Airport
DRR,YDRI,Durrie Airport,AU,0 feet,"25° 41' 6.00"" S","140° 13' 40.79"" E",
DRS,EDDC,Dresden Klotzsche Airport (Flughafen Dresden),DE,755 feet,"51° 7' 58.08"" N","13° 46' 1.92"" E",https://en.wikipedia.org/wiki/Dresden_Airport
DRT,KDRT,Del Rio International Airport,US,"1,002 feet","29° 22' 27.15"" N","100° 55' 37.77"" W",http://www.cityofdelrio.com/index.asp?nid=58
DRW,YPDN,Darwin International Airport,AU,103 feet,"12° 24' 52.92"" S","130° 52' 37.20"" E",https://en.wikipedia.org/wiki/Darwin_International_Airport
DSA,EGCN,Doncaster Sheffield Airport,UK,55 feet,"53° 28' 49.94"" N","1° 0' 38.36"" W",https://www.flydsa.co.uk
DSC,FKKS,Dschang Airport,CM,0 feet,"5° 26' 60.00"" N","10° 4' 1.20"" E",https://en.wikipedia.org/wiki/Dschang_Airport
DSD,TFFA,La Désirade Airport,GP,0 feet,"16° 17' 48.84"" N","61° 5' 3.84"" W",https://en.wikipedia.org/wiki/La_Désirade_Airport
DSE,HADC,Combolcha Airport,ET,0 feet,"11° 4' 57.00"" N","39° 42' 41.04"" E",https://en.wikipedia.org/wiki/Kombolcha_Airport
DSI,KDTS,Destin-Fort Walton Beach Airport,US,23 feet,"30° 24' 0.22"" N","86° 28' 17.32"" W",https://en.wikipedia.org/wiki/Destin_Executive_Airport
DSK,OPDI,Dera Ismael Khan Airport,PK,0 feet,"31° 54' 33.84"" N","70° 53' 47.76"" E",https://en.wikipedia.org/wiki/Dera_Ismail_Khan_Airport
DSM,KDSM,Des Moines International Airport,US,958 feet,"41° 32' 2.30"" N","93° 39' 47.10"" W",https://en.wikipedia.org/wiki/Des_Moines_International_Airport
DSN,ZBDS,Ordos Ejin Horo Airport,CN,0 feet,"39° 29' 24.00"" N","109° 51' 41.00"" E",https://en.wikipedia.org/wiki/Ordos_Ejin_Horo_International_Airport
DSV,KDSV,Dansville Municipal Airport,US,662 feet,"42° 34' 15.24"" N","77° 42' 46.98"" W",https://en.wikipedia.org/wiki/Dansville_Municipal_Airport
DTA,KDTA,Andrew Municipal Airport,US,"4,759 feet","39° 22' 50.30"" N","112° 30' 27.77"" W",https://en.wikipedia.org/wiki/Delta_Municipal_Airport
DTD,WALJ,Datadawai Airport,ID,0 feet,"0° 37' 33.60"" N","116° 36' 2.16"" E",
DTE,RPUD,Bagasbas Airport,PH,10 feet,"14° 7' 45.12"" N","122° 58' 48.01"" E",https://en.wikipedia.org/wiki/Bagasbas_Airport
DTL,KDTL,Detroit Lakes Airport (Wething Field),US,"1,397 feet","46° 49' 30.60"" N","95° 53' 8.10"" W",https://en.wikipedia.org/wiki/Detroit_Lakes_Airport
DTM,EDLW,Dortmund Airport (Flughafen Dortmund),DE,425 feet,"51° 31' 5.88"" N","7° 36' 44.06"" E",https://en.wikipedia.org/wiki/Dortmund_Airport
DTN,KDTN,Shreveport Downtown Airport,US,179 feet,"32° 32' 24.79"" N","93° 44' 42.08"" W",https://en.wikipedia.org/wiki/Shreveport_Downtown_Airport
DTW,KDTW,Detroit Metropolitan Wayne County Airport,US,645 feet,"42° 12' 44.80"" N","83° 21' 12.20"" W",https://www.metroairport.com/
DUA,KDUA,Eaker Field,US,699 feet,"33° 56' 32.16"" N","96° 23' 40.31"" W",https://en.wikipedia.org/wiki/Durant_Regional_Airport-Eaker_Field
DUB,EIDW,Dublin Airport,IE,242 feet,"53° 25' 16.68"" N","6° 16' 12.25"" W",https://en.wikipedia.org/wiki/Dublin_Airport
DUC,KDUC,Halliburton Field,US,"1,113 feet","34° 28' 15.15"" N","97° 57' 35.50"" W",https://en.wikipedia.org/wiki/Halliburton_Field_(airport)
DUD,NZDN,Dunedin Airport,NZ,4 feet,"45° 55' 41.16"" S","170° 11' 52.79"" E",https://en.wikipedia.org/wiki/Dunedin_Airport
DUE,FNDU,Dundo Airport,AO,0 feet,"7° 24' 3.20"" S","20° 49' 6.60"" E",https://en.wikipedia.org/wiki/Dundo_Airport
DUG,KDUG,Bisbee-Douglas International Airport,US,"4,154 feet","31° 28' 8.50"" N","109° 36' 13.20"" W",https://en.wikipedia.org/wiki/Bisbee_Douglas_International_Airport
DUJ,KDUJ,DuBois Regional Airport (formerly DuBois-Jefferson County Ai,US,"1,817 feet","41° 10' 41.76"" N","78° 53' 55.31"" W",https://en.wikipedia.org/wiki/DuBois_Regional_Airport
DUK,FADK,Mubatuba Airport,ZA,0 feet,"28° 22' 6.24"" S","32° 14' 53.16"" E",
DUM,WIBD,Pinang Kampai Airport,ID,0 feet,"1° 36' 33.08"" N","101° 26' 2.39"" E",https://en.wikipedia.org/wiki/Pinang_Kampai_Airport
DUR,FADN,Durban International Airport (formerly Louis Botha Airport),ZA,0 feet,"29° 58' 12.36"" S","30° 57' 1.80"" E",https://en.wikipedia.org/wiki/Air_Force_Base_Durban
DUR,FALE,King Shaka International Airport,ZA,0 feet,"29° 36' 52.00"" S","31° 7' 11.00"" E",https://en.wikipedia.org/wiki/King_Shaka_International_Airport
DUS,EDDL,Düsseldorf International Airport,DE,147 feet,"51° 17' 22.20"" N","6° 46' 0.41"" E",https://en.wikipedia.org/wiki/Düsseldorf_Airport
DUT,PADU,Unalaska Airport,US,22 feet,"53° 54' 0.36"" N","166° 32' 38.42"" W",https://en.wikipedia.org/wiki/Unalaska_Airport
DVA,LRDV,Deva Airport,RO,0 feet,"0° 0' 0.00"" N","0° 0' 0.00"" E",
DVL,KDVL,Devils Lake Municipal Airport,US,"1,456 feet","48° 6' 51.50"" N","98° 54' 31.30"" W",https://en.wikipedia.org/wiki/Devils_Lake_Regional_Airport
DVN,KDVN,Davenport Municipal Airport,US,753 feet,"41° 36' 37.00"" N","90° 35' 17.97"" W",https://en.wikipedia.org/wiki/Davenport_Municipal_Airport_(Iowa)
DVO,RPMD,Francisco Bangoy International Airport,PH,0 feet,"7° 7' 31.87"" N","125° 38' 45.61"" E",https://en.wikipedia.org/wiki/Francisco_Bangoy_International_Airport
DVO,RPWD,Davao International Airport,PH,2 feet,"0° 0' 0.00"" N","0° 0' 0.00"" E",
DVP,YDPD,Davenport Downs Airport,AU,0 feet,"24° 8' 60.00"" S","141° 6' 28.81"" E",
DVP,KDVP,Slayton Municipal Airport,US,"1,623 feet","43° 59' 12.45"" N","95° 46' 57.40"" W",http://www.fly2houston.com/ellington
DVR,YDMN,Daly River Airport,AU,0 feet,"13° 44' 59.30"" S","130° 41' 37.96"" E",
DVT,KDVT,Phoenix Deer Valley Airport,US,"1,478 feet","33° 41' 17.90"" N","112° 4' 57.20"" W",http://deervalleyairport.com
DWA,FWDW,Dwangwa Airport,MW,0 feet,"12° 31' 5.88"" S","34° 7' 54.84"" E",https://en.wikipedia.org/wiki/Dwanga_Airport
DWB,FMNO,Soalala Airport,MG,0 feet,"16° 6' 6.09"" S","45° 21' 31.81"" E",https://en.wikipedia.org/wiki/Soalala_Airport
DWC,OMDW,Al Maktoum International Airport,AE,0 feet,"24° 53' 48.00"" N","55° 9' 41.00"" E",https://en.wikipedia.org/wiki/Al_Maktoum_International_Airport
DWD,OEDW,Dawadmi Domestic Airport,SA,0 feet,"24° 30' 0.00"" N","44° 24' 0.01"" E",https://en.wikipedia.org/wiki/Dawadmi_Domestic_Airport
DWH,KDWH,David Wayne Hooks Memorial Airport,US,152 feet,"30° 3' 42.60"" N","95° 33' 10.00"" W",http://www.hooksairport.com
DXB,OMDB,Dubai International Airport,AE,34 feet,"25° 15' 10.08"" N","55° 21' 51.84"" E",https://www.dubaiairports.ae
DXR,KDXR,Danbury Municipal Airport,US,458 feet,"41° 22' 17.53"" N","73° 28' 55.89"" W",https://en.wikipedia.org/wiki/Danbury_Municipal_Airport
DYA,YDYS,Dysart Airport,AU,113 feet,"22° 37' 19.92"" S","148° 21' 50.39"" E",https://en.wikipedia.org/wiki/Dysart_Airport
DYG,ZGDY,Dayong Airport,CN,0 feet,"29° 6' 10.08"" N","110° 26' 34.80"" E",https://en.wikipedia.org/wiki/Zhangjiajie_Hehua_International_Airport
DYL,KDYL,Doylestown Airport,US,394 feet,"40° 19' 58.98"" N","75° 7' 20.42"" W",https://en.wikipedia.org/wiki/Doylestown_Airport
DYR,UHMA,Anadyr Ugolny Airport,RU,338 feet,"64° 44' 5.65"" N","177° 44' 27.59"" E",https://en.wikipedia.org/wiki/Ugolny_Airport
DYS,KDYS,Dyess Air Force Base,US,"1,789 feet","32° 25' 14.72"" N","99° 51' 16.56"" W",https://en.wikipedia.org/wiki/Dyess_Air_Force_Base
DYU,UTDD,Dushanbe Airport,TJ,"2,575 feet","38° 32' 35.88"" N","68° 49' 29.99"" E",https://en.wikipedia.org/wiki/Dushanbe_International_Airport
DZA,FMCZ,Dzaoudzi Pamandzi International Airport,YT,23 feet,"12° 48' 16.92"" S","45° 16' 51.96"" E",https://en.wikipedia.org/wiki/Dzaoudzi_Pamandzi_International_Airport
DZN,UAKD,Zhezkazgan Airport,KZ,"1,250 feet","47° 46' 14.89"" N","67° 40' 24.24"" E",https://en.wikipedia.org/wiki/Zhezkazgan_Airport
DZO,SUDU,Santa Bernardina International Airport,UY,305 feet,"33° 21' 32.03"" S","56° 29' 57.12"" W",https://en.wikipedia.org/wiki/Santa_Bernardina_International_Airport
EAA,PAEG,Eagle Airport,US,0 feet,"64° 46' 35.03"" N","141° 9' 3.60"" W",
EAB,ODAS,Abbse Airport,YE,0 feet,"0° 0' 0.00"" N","0° 0' 0.00"" E",
EAB,OYAB,Abbse Airport,YE,0 feet,"15° 18' 0.00"" N","43° 58' 1.20"" E",https://en.wikipedia.org/wiki/Abbs_Airport
EAE,NVSE,Emae Airport,VU,0 feet,"17° 5' 25.08"" S","168° 20' 34.81"" E",https://en.wikipedia.org/wiki/Siwo_Airport
EAM,OENG,Najran Domestic Airport,SA,"3,982 feet","17° 36' 41.04"" N","44° 25' 9.12"" E",https://en.wikipedia.org/wiki/Najran_Domestic_Airport
EAN,KEAN,Phifer Airfield,US,"4,774 feet","42° 3' 19.84"" N","104° 55' 43.01"" W",
EAR,KEAR,Kearney Regional Airport,US,"2,131 feet","40° 43' 37.30"" N","99° 0' 24.40"" W",https://en.wikipedia.org/wiki/Kearney_Regional_Airport
EAS,LESO,San Sebastián Airport (or Fuenterrabia Airport),ES,15 feet,"43° 21' 23.40"" N","1° 47' 26.20"" W",https://en.wikipedia.org/wiki/San_Sebastián_Airport
EAT,KEAT,Pangborn Memorial Airport,US,"1,249 feet","47° 23' 53.12"" N","120° 12' 20.65"" W",https://en.wikipedia.org/wiki/Pangborn_Memorial_Airport
EAU,KEAU,Chippewa Valley Regional Airport,US,913 feet,"44° 51' 56.90"" N","91° 29' 3.32"" W",https://en.wikipedia.org/wiki/Chippewa_Valley_Regional_Airport
EBA,LIRJ,Marina di Campo Airport,IT,31 feet,"42° 45' 37.08"" N","10° 14' 21.84"" E",https://en.wikipedia.org/wiki/Marina_di_Campo_Airport
EBB,HUEN,Entebbe International Airport,UG,"3,782 feet","0° 2' 32.59"" N","32° 26' 36.60"" E",https://en.wikipedia.org/wiki/Entebbe_International_Airport
EBD,HSOB,El Obeid Airport,SD,"1,927 feet","13° 9' 11.52"" N","30° 13' 57.72"" E",https://en.wikipedia.org/wiki/El_Obeid_Airport
EBG,SKEB,El Bagre Airport,CO,75 feet,"7° 35' 47.29"" N","74° 48' 32.04"" W",https://en.wikipedia.org/wiki/El_Bagre_Airport
EBH,DAOY,El Bayadh Airport,DZ,0 feet,"33° 43' 18.00"" N","1° 5' 33.00"" E",
EBJ,EKEB,Esbjerg Airport,DK,97 feet,"55° 31' 33.25"" N","8° 33' 12.24"" E",https://en.wikipedia.org/wiki/Esbjerg_Airport
EBL,ORER,Erbil International Airport,IQ,"1,341 feet","36° 14' 15.35"" N","43° 57' 47.52"" E",https://en.wikipedia.org/wiki/Erbil_International_Airport
EBM,DTTR,El Borma Airport,TN,827 feet,"31° 42' 15.48"" N","9° 15' 16.63"" E",
EBS,KEBS,Webster City Municipal Airport,US,"1,122 feet","42° 26' 11.40"" N","93° 52' 8.60"" W",https://en.wikipedia.org/wiki/Webster_City_Municipal_Airport
EBU,LFMH,Saint-Étienne - Bouthéon Airport,FR,"1,325 feet","45° 32' 26.16"" N","4° 17' 47.00"" E",https://en.wikipedia.org/wiki/Saint-Étienne–Bouthéon_Airport
EBW,FKKW,Ebolowa Airport,CM,0 feet,"2° 52' 33.60"" N","11° 11' 6.00"" E",https://en.wikipedia.org/wiki/Ebolowa_Airport
ECG,KECG,Elizabeth City Regional Airport / Elizabeth City CGAS,US,12 feet,"36° 15' 38.09"" N","76° 10' 28.46"" W",https://en.wikipedia.org/wiki/Elizabeth_City_Regional_Airport
ECH,YECH,Echuca Airport,AU,323 feet,"36° 9' 25.92"" S","144° 45' 43.18"" E",https://en.wikipedia.org/wiki/Echuca_Airport
ECN,LCEN,Ercan International Airport,CY,0 feet,"0° 0' 0.00"" N","0° 0' 0.00"" E",https://en.wikipedia.org/wiki/Ercan_International_Airport
ECP,KECP,Northwest Florida Beaches International Airport,US,0 feet,"30° 20' 30.12"" N","85° 47' 50.28"" W",https://en.wikipedia.org/wiki/Northwest_Florida_Beaches_International_Airport
ECS,KECS,Mondell Field,US,"4,174 feet","43° 53' 7.62"" N","104° 19' 4.50"" W",
EDB,HSDB,El Debba Airport,SD,0 feet,"18° 1' 30.00"" N","30° 57' 29.88"" E",
EDE,KEDE,Northeastern Regional Airport,US,20 feet,"36° 1' 39.84"" N","76° 34' 1.53"" W",https://en.wikipedia.org/wiki/Northeastern_Regional_Airport
EDF,PAED,Elmendorf Air Force Base,US,212 feet,"61° 15' 3.60"" N","149° 48' 25.22"" W",https://en.wikipedia.org/wiki/Elmendorf_Air_Force_Base
EDG,KEDG,Weide AHP,US,21 feet,"39° 23' 31.39"" N","76° 17' 27.84"" W",https://en.wikipedia.org/wiki/Weide_Army_Airfield
EDI,EGPH,Edinburgh Airport,UK,135 feet,"55° 57' 0.00"" N","3° 22' 21.00"" W",https://en.wikipedia.org/wiki/Edinburgh_Airport
EDK,KEQA,Captain Jack Thomas/El Dorado Airport,US,"1,378 feet","37° 46' 26.79"" N","96° 49' 3.46"" W",https://en.wikipedia.org/wiki/El_Dorado/Captain_Jack_Thomas_Memorial_Airport
EDL,HKEL,Eldoret International Airport,KE,"6,941 feet","0° 24' 16.05"" N","35° 14' 20.04"" E",https://en.wikipedia.org/wiki/Eldoret_International_Airport
EDM,LFRI,La Roche-sur-Yon Aerodrome,FR,299 feet,"46° 42' 6.84"" N","1° 22' 43.07"" W",
EDO,LTFD,Edremit Korfez Airport,TR,50 feet,"39° 33' 16.56"" N","27° 0' 49.68"" E",https://en.wikipedia.org/wiki/Balıkesir_Koca_Seyit_Airport
EDR,YPMP,Edward River Airport,AU,10 feet,"14° 53' 48.12"" S","141° 36' 32.38"" E",https://en.wikipedia.org/wiki/Edward_River_Airport
EDW,KEDW,Edwards Air Force Base,US,"2,312 feet","34° 54' 19.50"" N","117° 53' 1.46"" W",https://en.wikipedia.org/wiki/Edwards_Air_Force_Base
EED,KEED,Needles Airport,US,983 feet,"34° 45' 58.85"" N","114° 37' 23.81"" W",https://en.wikipedia.org/wiki/Needles_Airport
EEK,PAEE,Eek Airport,US,0 feet,"60° 12' 49.22"" N","162° 2' 37.98"" W",https://en.wikipedia.org/wiki/Eek_Airport
EEN,KEEN,Dillant-Hopkins Airport,US,488 feet,"42° 53' 54.23"" N","72° 16' 14.81"" W",https://en.wikipedia.org/wiki/Dillant-Hopkins_Airport
EFD,KEFD,Ellington Field,US,32 feet,"29° 36' 26.40"" N","95° 9' 31.50"" W",https://en.wikipedia.org/wiki/Ellington_Field_Joint_Reserve_Base
EFK,KEFK,Newport State Airport,US,930 feet,"44° 53' 19.67"" N","72° 13' 44.97"" W",https://en.wikipedia.org/wiki/Northeast_Kingdom_International_Airport
EFL,LGKF,Kefallinia Airport,GR,0 feet,"38° 7' 12.35"" N","20° 30' 1.80"" E",https://en.wikipedia.org/wiki/Kefalonia_International_Airport
EFW,KEFW,Jefferson Municipal Airport,US,"1,048 feet","42° 0' 36.60"" N","94° 20' 33.30"" W",
EGC,LFBE,Bergerac-Roumanière Airport,FR,171 feet,"44° 49' 31.07"" N","0° 31' 7.00"" E",https://en.wikipedia.org/wiki/Bergerac_Dordogne_Périgord_Airport
EGE,KEGE,Eagle County Regional Airport,US,"6,540 feet","39° 38' 33.20"" N","106° 55' 3.70"" W",https://www.flyvail.com
EGH,HEGR,El Gora Airport,EG,0 feet,"31° 4' 8.40"" N","34° 7' 45.12"" E",https://en.wikipedia.org/wiki/El_Gora_Airport
EGI,KEGI,Duke Field (Eglin Auxiliary Field 3),US,191 feet,"30° 39' 1.20"" N","86° 31' 22.20"" W",https://en.wikipedia.org/wiki/Duke_Field
EGL,HANG,"Negele Boran, Ethiopia",,0 feet,"0° 0' 0.00"" N","0° 0' 0.00"" E",https://en.wikipedia.org/wiki/Neghelle_Airport
EGM,AGGS,Sege Airport,SB,0 feet,"8° 34' 44.00"" S","157° 52' 33.63"" E",https://en.wikipedia.org/wiki/Seghe_Airport
EGN,HSGN,Geneina Airport,SD,0 feet,"13° 28' 54.12"" N","22° 28' 1.92"" E",https://en.wikipedia.org/wiki/Geneina_Airport
EGO,UUOB,"Belgorod, Russia",RU,735 feet,"50° 38' 37.68"" N","36° 35' 24.36"" E",https://en.wikipedia.org/wiki/Belgorod_International_Airport
EGS,BIEG,Egilsstaðir Airport,IS,0 feet,"65° 16' 59.89"" N","14° 24' 5.04"" W",https://en.wikipedia.org/wiki/Egilsstaðir_Airport
EGV,KEGV,Eagle River Union Airport,US,"1,642 feet","45° 55' 56.40"" N","89° 16' 5.80"" W",https://en.wikipedia.org/wiki/Eagle_River_Union_Airport
EGX,PAII,Egegik Airport,US,92 feet,"58° 11' 7.80"" N","157° 22' 30.00"" W",https://en.wikipedia.org/wiki/Egegik_Airport
EHL,SAVB,El Bolson Airport,AR,"1,131 feet","41° 56' 35.52"" S","71° 31' 56.29"" W",https://en.wikipedia.org/wiki/El_Bolsón_Airport
EHM,PAEH,Cape Newenham LRRS,US,541 feet,"58° 38' 47.04"" N","162° 3' 46.81"" W",https://en.wikipedia.org/wiki/Cape_Newenham_LRRS_Airport
EIE,UNII,Yeniseysk Airport,RU,0 feet,"58° 28' 27.12"" N","92° 6' 45.01"" E",
